ids, screen_name, followers, retweet, inreplyto, favorite, friends, listed, text, location
64864145,hamrickk,1,0,,0,5,0,Pence should have brought up that Bill Clinton deducted his used underwear donation on his taxes.,
3310143846,JActs1631,1773,0,,0,2461,56,JActs1631: JActs1631: JActs1631: JActs1631: Watch Julian Assange Sell Out to Hillary Clinton https://t.co/c6KjN9CWgj...,
39155108,healthyheartfit,682,2,,0,552,40,RT @LibertyHacking: Kaine &amp; Clinton will have us in a MOUNTAIN of debt by the time they are done-- TRUTH #VPDebate,South
49372625,medpac,24393,223,,0,26477,181,RT @realkingrobbo: BREAKING: Leaked Intel Shows Hillary Clinton Ordered DRONE STRIKE On Julian Assange... #crookedhillary #imwithher #… htt…,United States
39342761,LondonBridges4,1815,1,,0,972,43,RT @RandallJAvila: Why do Trump/Pence and Clinton/Kaine insist on wearing the opposing party's colors?! #VPDebate,"Los Angeles, CA"
776954977088438272,naijaonestop,61,1562,,0,188,4,RT @joshrogin: Pence is right. Clinton &amp; Obama tried to negotiate an Iraq troop extension but failed. Bush admin always anticipated such an…,
322382076,ProgDemLib,11990,6,,0,13153,186,"RT @JohnnyMcNulty: Reminder: The vast majority of ""nasty"" Hillary Clinton's campaign attack ads are Trump's own words. #VPDebate","New York, USA"
2545158476,shayEspinoza817,1625,47,,0,255,162,RT @Bakari_Sellers: Mike Pence just said literally Tim Kaine and Hillary Clinton are career politicians. What?! Pot meet kettle...,Texas
33239698,itsTeana,809,3,,0,752,1,RT @emilyjw_13: But where was all of this outrage when Trump kept cutting Clinton off?,"Atlanta, GA"
22080764,RaciPlace,389,0,,0,517,44,RT @ddiamond: Again: Trump's plan would increase projected debt by 20%. Clinton's plan would basically hold flat. https://t.co/SJBMC3GeBW,"Dana Point, CA"
780603110943109120,samhewas,0,0,HillaryClinton,0,44,0,"@HillaryClinton Well, Well at least one Clinton is honest. Obamacare is awful.",
2509417108,jsmc045,266,46,,0,550,4,"RT @immigrant4trump: Question: How many Jobs has career politician Hillary Clinton created? Answer: ZERO, Except for FBI and DOJ! #VPDebate…","Annville, Pennsylvania"
185203900,BennettMoase,1496,737,,0,3154,40,RT @timkaine: Hillary Clinton’s life has always been about putting others first—Donald Trump’s always been about putting himself first.,"Toronto, Canada"
129124641,gilmoregoofball,368,77,,0,2088,1,RT @katiecouric: Do you want a 'you're hired' president in Hillary Clinton or a 'you're fired' president in Donald Trump? - @timkaine #VPDe…,"Iowa, USA"
456714411,TraceySRogers1,3659,1640,,0,4624,39,"RT @wikileaks: Toronto Sun on Hillary Clinton ""Can't we just drone this guy?"" https://t.co/Sda9i8VbJY","Metairie, Louisiana"
24923175,JammieWF,10857,0,,0,7457,517,"Oh.

Obama DOJ drops charges against alleged broker of Libyan weapons https://t.co/XJlNjRz2xq",
805133863,DaphneWarrenCro,12,36,,0,193,1,RT @CNN: A group of undecided women in Virginia watching the #VPDebate dial down as Pence attacks Clinton on foreign policy https://t.co/pB…,
181525977,GregFagioliTPA,133,124,,0,508,5,"RT @JaredWyand: Why does the Clinton Foundation pay women 38% less?

Trump has more female execs than male who make more

#VPDebate
https:/…",On the Tampa Bay
3689630715,flyingchick747,211,41,,0,149,15,"RT @FredZeppelin12: Kaine on Hillary: ""The test of a Clinton Administration is if we...can make somebody's life better""

That somebody..is…",
273641516,GingerChristmas,94,0,,0,251,0,"One of these men will be second in line to be President.Which will you choose for President,if Trump/Clinton become incapacitated? #VPDebate","Bangor, ME"
138087534,twogiants,313,288,,0,462,76,"RT @TheBriefing2016: .@MoodysInvSvc:

Clinton's economic plans will create 10.4 million jobs. 

Trump's will cost almost 3.5 million. 

htt…",Kentucky
52415729,ChrisBob35,291,0,,0,394,9,I know Hillary Clinton is not intelligent but what the f was she thinking picking this guy as her VP?  Everyone else say no?,"Pittsburgh, PA"
